match_id,date,competition,phase,team_a,team_b,goals_a,goals_b,neutral,knockout,elo_a_pre,elo_b_pre,fifa_rank_a_pre,fifa_rank_b_pre,market_prob_a_pre,market_prob_draw_pre,market_prob_b_pre,squad_quality_a_pre,squad_quality_b_pre,historical_strength_a_pre,historical_strength_b_pre,city,venue_country,source_dataset,source_url,data_quality_note
19780614_Brazil_vs_Peru,1978-06-14,FIFA World Cup,unknown_stage_from_source,Brazil,Peru,3,0,1,,1871.629,1694.429,,,,,,,,0.660181,0.455940,Mendoza,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780614_Germany_vs_Italy,1978-06-14,FIFA World Cup,unknown_stage_from_source,Germany,Italy,0,0,1,,1880.040,1801.498,,,,,,,,0.711076,0.645381,Buenos Aires,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780618_Argentina_vs_Brazil,1978-06-18,FIFA World Cup,unknown_stage_from_source,Argentina,Brazil,0,0,0,,1786.371,1885.910,,,,,,,,0.741562,0.662782,Rosario,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780618_Austria_vs_Italy,1978-06-18,FIFA World Cup,unknown_stage_from_source,Austria,Italy,0,1,1,,1667.703,1806.166,,,,,,,,0.508646,0.637546,Buenos Aires,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780618_Germany_vs_Netherlands,1978-06-18,FIFA World Cup,unknown_stage_from_source,Germany,Netherlands,2,2,1,,1875.372,1832.098,,,,,,,,0.703980,0.602778,Córdoba,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780618_Peru_vs_Poland,1978-06-18,FIFA World Cup,unknown_stage_from_source,Peru,Poland,0,1,1,,1680.149,1759.283,,,,,,,,0.450667,0.700694,Mendoza,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780621_Argentina_vs_Peru,1978-06-21,FIFA World Cup,unknown_stage_from_source,Argentina,Peru,6,0,0,,1792.228,1663.851,,,,,,,,0.738935,0.446441,Rosario,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780621_Austria_vs_Germany,1978-06-21,FIFA World Cup,unknown_stage_from_source,Austria,Germany,3,2,1,,1654.656,1872.770,,,,,,,,0.481373,0.697167,Córdoba,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780621_Brazil_vs_Poland,1978-06-21,FIFA World Cup,unknown_stage_from_source,Brazil,Poland,3,1,1,,1880.053,1775.581,,,,,,,,0.660772,0.720256,Mendoza,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780621_Italy_vs_Netherlands,1978-06-21,FIFA World Cup,unknown_stage_from_source,Italy,Netherlands,1,2,1,,1819.214,1834.700,,,,,,,,0.646126,0.587812,Buenos Aires,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780624_Brazil_vs_Italy,1978-06-24,FIFA World Cup,unknown_stage_from_source,Brazil,Italy,2,1,1,,1895.648,1799.149,,,,,,,,0.663033,0.630307,Buenos Aires,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19780625_Argentina_vs_Netherlands,1978-06-25,FIFA World Cup,unknown_stage_from_source,Argentina,Netherlands,3,1,0,,1817.188,1854.764,,,,,,,,0.741977,0.609412,Buenos Aires,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790718_Bolivia_vs_Argentina,1979-07-18,Copa América,unknown_stage_from_source,Bolivia,Argentina,2,1,0,,1430.418,1841.767,,,,,,,,0.167016,0.743744,La Paz,Bolivia,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790726_Bolivia_vs_Brazil,1979-07-26,Copa América,unknown_stage_from_source,Bolivia,Brazil,2,1,0,,1468.820,1915.232,,,,,,,,0.179524,0.664967,La Paz,Bolivia,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790801_Venezuela_vs_Colombia,1979-08-01,Copa América,unknown_stage_from_source,Venezuela,Colombia,0,0,0,,1305.451,1458.805,,,,,,,,0.011111,0.221439,San Cristóbal,Venezuela,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790802_Brazil_vs_Argentina,1979-08-02,Copa América,unknown_stage_from_source,Brazil,Argentina,2,1,0,,1876.219,1803.364,,,,,,,,0.660888,0.738991,Rio de Janeiro,Brazil,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790808_Argentina_vs_Bolivia,1979-08-08,Copa América,unknown_stage_from_source,Argentina,Bolivia,3,0,0,,1786.704,1497.179,,,,,,,,0.734302,0.191641,Buenos Aires,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790808_Venezuela_vs_Chile,1979-08-08,Copa América,unknown_stage_from_source,Venezuela,Chile,1,1,0,,1314.161,1537.539,,,,,,,,0.046333,0.379240,San Cristóbal,Venezuela,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790815_Colombia_vs_Chile,1979-08-15,Copa América,unknown_stage_from_source,Colombia,Chile,1,0,0,,1450.095,1525.634,,,,,,,,0.224593,0.379114,Bogotá,Colombia,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790816_Brazil_vs_Bolivia,1979-08-16,Copa América,unknown_stage_from_source,Brazil,Bolivia,2,0,0,,1892.878,1489.004,,,,,,,,0.662810,0.188000,São Paulo,Brazil,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790822_Colombia_vs_Venezuela,1979-08-22,Copa América,unknown_stage_from_source,Colombia,Venezuela,4,0,0,,1475.590,1326.066,,,,,,,,0.240471,0.075152,Bogotá,Colombia,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790823_Argentina_vs_Brazil,1979-08-23,Copa América,unknown_stage_from_source,Argentina,Brazil,2,2,0,,1794.879,1896.351,,,,,,,,0.736387,0.665000,Buenos Aires,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790829_Chile_vs_Venezuela,1979-08-29,Copa América,unknown_stage_from_source,Chile,Venezuela,7,0,0,,1500.139,1307.256,,,,,,,,0.376483,0.061389,Santiago,Chile,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790829_Ecuador_vs_Paraguay,1979-08-29,Copa América,unknown_stage_from_source,Ecuador,Paraguay,1,2,0,,1345.534,1554.679,,,,,,,,0.058487,0.450015,Quito,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790905_Chile_vs_Colombia,1979-09-05,Copa América,unknown_stage_from_source,Chile,Colombia,2,0,0,,1520.037,1494.400,,,,,,,,0.383112,0.258546,Santiago,Chile,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790905_Ecuador_vs_Uruguay,1979-09-05,Copa América,unknown_stage_from_source,Ecuador,Uruguay,2,1,0,,1335.841,1546.447,,,,,,,,0.058283,0.659558,Quito,Ecuador,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790913_Paraguay_vs_Ecuador,1979-09-13,Copa América,unknown_stage_from_source,Paraguay,Ecuador,2,0,0,,1564.372,1368.211,,,,,,,,0.454606,0.071667,Asunción,Paraguay,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790916_Uruguay_vs_Ecuador,1979-09-16,Copa América,unknown_stage_from_source,Uruguay,Ecuador,2,1,0,,1514.077,1357.861,,,,,,,,0.655515,0.070613,Montevideo,Uruguay,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790920_Paraguay_vs_Uruguay,1979-09-20,Copa América,unknown_stage_from_source,Paraguay,Uruguay,0,0,0,,1574.722,1526.224,,,,,,,,0.459520,0.657473,Asunción,Paraguay,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19790926_Uruguay_vs_Paraguay,1979-09-26,Copa América,unknown_stage_from_source,Uruguay,Paraguay,2,2,0,,1529.136,1571.810,,,,,,,,0.655563,0.458661,Montevideo,Uruguay,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19791017_Peru_vs_Chile,1979-10-17,Copa América,unknown_stage_from_source,Peru,Chile,1,2,0,,1623.652,1541.163,,,,,,,,0.439983,0.387894,Lima,Peru,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19791024_Chile_vs_Peru,1979-10-24,Copa América,unknown_stage_from_source,Chile,Peru,0,0,0,,1567.057,1597.758,,,,,,,,0.392256,0.435952,Santiago,Chile,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19791024_Paraguay_vs_Brazil,1979-10-24,Copa América,unknown_stage_from_source,Paraguay,Brazil,2,1,0,,1576.294,1890.387,,,,,,,,0.457817,0.663054,Asunción,Paraguay,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19791031_Brazil_vs_Paraguay,1979-10-31,Copa América,unknown_stage_from_source,Brazil,Paraguay,2,2,0,,1854.303,1612.377,,,,,,,,0.659092,0.462178,Rio de Janeiro,Brazil,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19791128_Paraguay_vs_Chile,1979-11-28,Copa América,unknown_stage_from_source,Paraguay,Chile,3,0,0,,1625.020,1568.908,,,,,,,,0.461319,0.392036,Asunción,Paraguay,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19791205_Chile_vs_Paraguay,1979-12-05,Copa América,unknown_stage_from_source,Chile,Paraguay,1,0,0,,1545.065,1648.862,,,,,,,,0.388725,0.466351,Santiago,Chile,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19791211_Chile_vs_Paraguay,1979-12-11,Copa América,unknown_stage_from_source,Chile,Paraguay,0,0,1,,1572.159,1621.769,,,,,,,,0.392982,0.462749,Buenos Aires,Argentina,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800611_Czechoslovakia_vs_Germany,1980-06-11,UEFA Euro,unknown_stage_from_source,Czechoslovakia,Germany,0,1,1,,1714.860,1863.672,,,,,,,,0.442244,0.684379,Rome,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800611_Netherlands_vs_Greece,1980-06-11,UEFA Euro,unknown_stage_from_source,Netherlands,Greece,1,0,1,,1821.045,1524.175,,,,,,,,0.575556,,Naples,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800612_Belgium_vs_England,1980-06-12,UEFA Euro,unknown_stage_from_source,Belgium,England,1,1,1,,1699.048,1799.463,,,,,,,,0.210758,0.512115,Turin,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800612_Italy_vs_Spain,1980-06-12,UEFA Euro,unknown_stage_from_source,Italy,Spain,0,0,0,,1792.164,1705.882,,,,,,,,0.615299,0.497750,Milan,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800614_Germany_vs_Netherlands,1980-06-14,UEFA Euro,unknown_stage_from_source,Germany,Netherlands,3,2,1,,1876.190,1827.483,,,,,,,,0.689583,0.595526,Naples,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800614_Greece_vs_Czechoslovakia,1980-06-14,UEFA Euro,unknown_stage_from_source,Greece,Czechoslovakia,1,3,1,,1517.736,1702.343,,,,,,,,0.045000,0.427531,Rome,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800615_Belgium_vs_Spain,1980-06-15,UEFA Euro,unknown_stage_from_source,Belgium,Spain,2,1,1,,1704.954,1710.992,,,,,,,,0.223472,0.491349,Milan,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800615_Italy_vs_England,1980-06-15,UEFA Euro,unknown_stage_from_source,Italy,England,1,0,0,,1787.053,1793.558,,,,,,,,0.609000,0.506605,Turin,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800617_Greece_vs_Germany,1980-06-17,UEFA Euro,unknown_stage_from_source,Greece,Germany,0,0,1,,1506.804,1894.265,,,,,,,,0.022500,0.694591,Turin,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800617_Netherlands_vs_Czechoslovakia,1980-06-17,UEFA Euro,unknown_stage_from_source,Netherlands,Czechoslovakia,1,1,1,,1809.408,1713.274,,,,,,,,0.568000,0.447976,Milan,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800618_Italy_vs_Belgium,1980-06-18,UEFA Euro,unknown_stage_from_source,Italy,Belgium,0,0,0,,1808.446,1726.319,,,,,,,,0.617439,0.279744,Rome,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800618_Spain_vs_England,1980-06-18,UEFA Euro,unknown_stage_from_source,Spain,England,1,2,1,,1689.627,1772.165,,,,,,,,0.471061,0.490119,Naples,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800621_Italy_vs_Czechoslovakia,1980-06-21,UEFA Euro,unknown_stage_from_source,Italy,Czechoslovakia,1,1,0,,1803.573,1718.941,,,,,,,,0.611389,0.445057,Naples,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19800622_Belgium_vs_Germany,1980-06-22,UEFA Euro,unknown_stage_from_source,Belgium,Germany,1,2,1,,1731.193,1877.341,,,,,,,,0.285714,0.688457,Rome,Italy,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820613_Argentina_vs_Belgium,1982-06-13,FIFA World Cup,unknown_stage_from_source,Argentina,Belgium,0,1,1,,1810.410,1710.802,,,,,,,,0.733900,0.269667,Barcelona,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820614_Brazil_vs_Russia,1982-06-14,FIFA World Cup,unknown_stage_from_source,Brazil,Russia,2,1,1,,1874.936,1761.504,,,,,,,,0.657208,0.574012,Seville,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820614_Italy_vs_Poland,1982-06-14,FIFA World Cup,unknown_stage_from_source,Italy,Poland,0,0,1,,1750.439,1770.955,,,,,,,,0.605620,0.668810,Vigo,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820615_Hungary_vs_El_Salvador,1982-06-15,FIFA World Cup,unknown_stage_from_source,Hungary,El Salvador,10,1,1,,1648.724,1578.509,,,,,,,,0.535889,0.000000,Elche,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820615_Peru_vs_Cameroon,1982-06-15,FIFA World Cup,unknown_stage_from_source,Peru,Cameroon,0,0,1,,1618.672,1638.385,,,,,,,,0.435219,,La Coruña,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820615_Scotland_vs_New_Zealand,1982-06-15,FIFA World Cup,unknown_stage_from_source,Scotland,New Zealand,5,2,1,,1669.654,1664.133,,,,,,,,0.301667,,Málaga,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820616_England_vs_France,1982-06-16,FIFA World Cup,unknown_stage_from_source,England,France,3,1,1,,1747.269,1682.029,,,,,,,,0.506149,0.404697,Bilbao,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820616_Germany_vs_Algeria,1982-06-16,FIFA World Cup,unknown_stage_from_source,Germany,Algeria,1,2,1,,1892.722,1644.837,,,,,,,,0.693303,,Gijón,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820616_Spain_vs_Honduras,1982-06-16,FIFA World Cup,unknown_stage_from_source,Spain,Honduras,1,1,0,,1689.109,1605.689,,,,,,,,0.452536,,Valencia,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820617_Chile_vs_Austria,1982-06-17,FIFA World Cup,unknown_stage_from_source,Chile,Austria,0,1,1,,1621.589,1725.664,,,,,,,,0.392761,0.507685,Oviedo,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820617_Czechoslovakia_vs_Kuwait,1982-06-17,FIFA World Cup,unknown_stage_from_source,Czechoslovakia,Kuwait,1,1,1,,1693.501,1701.278,,,,,,,,0.442333,,Valladolid,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820617_Yugoslavia_vs_Northern_Ireland,1982-06-17,FIFA World Cup,unknown_stage_from_source,Yugoslavia,Northern Ireland,0,0,1,,1726.411,1570.996,,,,,,,,0.458594,0.436667,Zaragoza,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820618_Argentina_vs_Hungary,1982-06-18,FIFA World Cup,unknown_stage_from_source,Argentina,Hungary,4,1,1,,1783.549,1686.239,,,,,,,,0.729338,0.561022,Alicante,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820618_Brazil_vs_Scotland,1982-06-18,FIFA World Cup,unknown_stage_from_source,Brazil,Scotland,4,1,1,,1889.313,1698.232,,,,,,,,0.659093,0.363611,Seville,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820618_Italy_vs_Peru,1982-06-18,FIFA World Cup,unknown_stage_from_source,Italy,Peru,1,1,1,,1751.678,1619.863,,,,,,,,0.600114,0.434500,Vigo,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820619_Belgium_vs_El_Salvador,1982-06-19,FIFA World Cup,unknown_stage_from_source,Belgium,El Salvador,1,0,1,,1737.663,1540.993,,,,,,,,0.312500,0.000000,Elche,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820619_Poland_vs_Cameroon,1982-06-19,FIFA World Cup,unknown_stage_from_source,Poland,Cameroon,0,0,1,,1769.716,1637.195,,,,,,,,0.648444,0.363333,La Coruña,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820619_Russia_vs_New_Zealand,1982-06-19,FIFA World Cup,unknown_stage_from_source,Russia,New Zealand,3,0,1,,1747.127,1635.555,,,,,,,,0.555119,0.000000,Málaga,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820620_England_vs_Czechoslovakia,1982-06-20,FIFA World Cup,unknown_stage_from_source,England,Czechoslovakia,2,0,1,,1765.517,1693.971,,,,,,,,0.522611,0.439785,Bilbao,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820620_Germany_vs_Chile,1982-06-20,FIFA World Cup,unknown_stage_from_source,Germany,Chile,4,1,1,,1858.852,1606.698,,,,,,,,0.681726,0.390185,Gijón,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820620_Spain_vs_Yugoslavia,1982-06-20,FIFA World Cup,unknown_stage_from_source,Spain,Yugoslavia,2,1,0,,1684.162,1717.598,,,,,,,,0.448819,0.455707,Valencia,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
19820621_Algeria_vs_Austria,1982-06-21,FIFA World Cup,unknown_stage_from_source,Algeria,Austria,0,2,1,,1678.707,1740.555,,,,,,,,0.955000,0.531228,Oviedo,Spain,martj42/international_results,https://github.com/martj42/international_results,"Resultados oficiales publicos; Elo e historial usan solo partidos previos. Ranking FIFA, mercado, plantilla y fase exacta quedan vacios si no hay fuente real conectada."
